chamber,value,topic,type,format,id,indicator
Senate,95842,race,table,",",610U500US09010,pop_race
Senate,99088,race,table,",",610U500US09011,pop_race
Senate,95117,race,table,",",610U500US09012,pop_race
Senate,96589,race,table,",",610U500US09013,pop_race
Senate,94641,race,table,",",610U500US09014,pop_race
Senate,99770,race,table,",",610U500US09015,pop_race
Senate,104301,race,table,",",610U500US09016,pop_race
Senate,99372,race,table,",",610U500US09017,pop_race
Senate,101601,race,table,",",610U500US09018,pop_race
Senate,99917,race,table,",",610U500US09019,pop_race
Senate,96242,race,table,",",610U500US09020,pop_race
Senate,102234,race,table,",",610U500US09021,pop_race
Senate,99821,race,table,",",610U500US09022,pop_race
Senate,98030,race,table,",",610U500US09023,pop_race
Senate,107013,race,table,",",610U500US09024,pop_race
Senate,102372,race,table,",",610U500US09025,pop_race
Senate,107351,race,table,",",610U500US09026,pop_race
Senate,108076,race,table,",",610U500US09027,pop_race
Senate,104444,race,table,",",610U500US09028,pop_race
Senate,101962,race,table,",",610U500US09029,pop_race
Senate,95038,race,table,",",610U500US09030,pop_race
Senate,101782,race,table,",",610U500US09031,pop_race
Senate,93105,race,table,",",610U500US09032,pop_race
Senate,99937,race,table,",",610U500US09033,pop_race
Senate,96262,race,table,",",610U500US09034,pop_race
Senate,100982,race,table,",",610U500US09035,pop_race
Senate,98830,race,table,",",610U500US09036,pop_race
House,22923,race,table,",",620L500US09001,pop_race
House,24363,race,table,",",620L500US09002,pop_race
House,21702,race,table,",",620L500US09003,pop_race
House,23089,race,table,",",620L500US09004,pop_race
House,23978,race,table,",",620L500US09005,pop_race
House,23375,race,table,",",620L500US09006,pop_race
House,23314,race,table,",",620L500US09007,pop_race
House,23714,race,table,",",620L500US09008,pop_race
House,25757,race,table,",",620L500US09009,pop_race
House,22826,race,table,",",620L500US09010,pop_race
House,24236,race,table,",",620L500US09011,pop_race
House,24344,race,table,",",620L500US09012,pop_race
House,23632,race,table,",",620L500US09013,pop_race
House,24218,race,table,",",620L500US09014,pop_race
House,23022,race,table,",",620L500US09015,pop_race
House,24015,race,table,",",620L500US09016,pop_race
House,23458,race,table,",",620L500US09017,pop_race
House,23129,race,table,",",620L500US09018,pop_race
House,24841,race,table,",",620L500US09019,pop_race
House,22079,race,table,",",620L500US09020,pop_race
House,23920,race,table,",",620L500US09021,pop_race
House,23115,race,table,",",620L500US09022,pop_race
House,22996,race,table,",",620L500US09023,pop_race
House,22550,race,table,",",620L500US09024,pop_race
House,24244,race,table,",",620L500US09025,pop_race
House,24288,race,table,",",620L500US09026,pop_race
House,24729,race,table,",",620L500US09027,pop_race
House,23859,race,table,",",620L500US09028,pop_race
House,24769,race,table,",",620L500US09029,pop_race
House,25217,race,table,",",620L500US09030,pop_race
House,24364,race,table,",",620L500US09031,pop_race
House,23453,race,table,",",620L500US09032,pop_race
House,24278,race,table,",",620L500US09033,pop_race
House,23440,race,table,",",620L500US09034,pop_race
House,23547,race,table,",",620L500US09035,pop_race
House,23739,race,table,",",620L500US09036,pop_race
House,23098,race,table,",",620L500US09037,pop_race
House,23779,race,table,",",620L500US09038,pop_race
House,23110,race,table,",",620L500US09039,pop_race
House,23830,race,table,",",620L500US09040,pop_race
House,22414,race,table,",",620L500US09041,pop_race
House,23496,race,table,",",620L500US09042,pop_race
House,23753,race,table,",",620L500US09043,pop_race
House,24201,race,table,",",620L500US09044,pop_race
House,22898,race,table,",",620L500US09045,pop_race
House,24321,race,table,",",620L500US09046,pop_race
House,24787,race,table,",",620L500US09047,pop_race
House,23687,race,table,",",620L500US09048,pop_race
House,23602,race,table,",",620L500US09049,pop_race
House,22946,race,table,",",620L500US09050,pop_race
House,23518,race,table,",",620L500US09051,pop_race
House,23274,race,table,",",620L500US09052,pop_race
House,24130,race,table,",",620L500US09053,pop_race
House,23001,race,table,",",620L500US09054,pop_race
House,24167,race,table,",",620L500US09055,pop_race
House,24299,race,table,",",620L500US09056,pop_race
House,24232,race,table,",",620L500US09057,pop_race
House,24073,race,table,",",620L500US09058,pop_race
House,23483,race,table,",",620L500US09059,pop_race
House,22882,race,table,",",620L500US09060,pop_race
House,23147,race,table,",",620L500US09061,pop_race
House,23913,race,table,",",620L500US09062,pop_race
House,22588,race,table,",",620L500US09063,pop_race
House,21907,race,table,",",620L500US09064,pop_race
House,22632,race,table,",",620L500US09065,pop_race
House,22668,race,table,",",620L500US09066,pop_race
House,23468,race,table,",",620L500US09067,pop_race
House,23112,race,table,",",620L500US09068,pop_race
House,24045,race,table,",",620L500US09069,pop_race
House,22937,race,table,",",620L500US09070,pop_race
House,22816,race,table,",",620L500US09071,pop_race
House,23811,race,table,",",620L500US09072,pop_race
House,24085,race,table,",",620L500US09073,pop_race
House,24356,race,table,",",620L500US09074,pop_race
House,21749,race,table,",",620L500US09075,pop_race
House,24388,race,table,",",620L500US09076,pop_race
House,24243,race,table,",",620L500US09077,pop_race
House,23841,race,table,",",620L500US09078,pop_race
House,24279,race,table,",",620L500US09079,pop_race
House,23085,race,table,",",620L500US09080,pop_race
House,23010,race,table,",",620L500US09081,pop_race
House,23683,race,table,",",620L500US09082,pop_race
House,26369,race,table,",",620L500US09083,pop_race
House,20318,race,table,",",620L500US09084,pop_race
House,22377,race,table,",",620L500US09085,pop_race
House,23013,race,table,",",620L500US09086,pop_race
House,23888,race,table,",",620L500US09087,pop_race
House,23448,race,table,",",620L500US09088,pop_race
House,23190,race,table,",",620L500US09089,pop_race
House,22900,race,table,",",620L500US09090,pop_race
House,25671,race,table,",",620L500US09091,pop_race
House,25102,race,table,",",620L500US09092,pop_race
House,22708,race,table,",",620L500US09093,pop_race
House,23810,race,table,",",620L500US09094,pop_race
House,25368,race,table,",",620L500US09095,pop_race
House,26090,race,table,",",620L500US09096,pop_race
House,23962,race,table,",",620L500US09097,pop_race
House,22706,race,table,",",620L500US09098,pop_race
House,23728,race,table,",",620L500US09099,pop_race
House,22655,race,table,",",620L500US09100,pop_race
House,23319,race,table,",",620L500US09101,pop_race
House,23095,race,table,",",620L500US09102,pop_race
House,23064,race,table,",",620L500US09103,pop_race
House,24584,race,table,",",620L500US09104,pop_race
House,23806,race,table,",",620L500US09105,pop_race
House,23352,race,table,",",620L500US09106,pop_race
House,25401,race,table,",",620L500US09107,pop_race
House,23542,race,table,",",620L500US09108,pop_race
House,25179,race,table,",",620L500US09109,pop_race
House,24595,race,table,",",620L500US09110,pop_race
House,23832,race,table,",",620L500US09111,pop_race
House,23189,race,table,",",620L500US09112,pop_race
House,23612,race,table,",",620L500US09113,pop_race
House,22628,race,table,",",620L500US09114,pop_race
House,22947,race,table,",",620L500US09115,pop_race
House,22811,race,table,",",620L500US09116,pop_race
House,23166,race,table,",",620L500US09117,pop_race
House,23430,race,table,",",620L500US09118,pop_race
House,23225,race,table,",",620L500US09119,pop_race
House,24075,race,table,",",620L500US09120,pop_race
House,23039,race,table,",",620L500US09121,pop_race
House,24523,race,table,",",620L500US09122,pop_race
House,23693,race,table,",",620L500US09123,pop_race
House,25299,race,table,",",620L500US09124,pop_race
House,23627,race,table,",",620L500US09125,pop_race
House,23671,race,table,",",620L500US09126,pop_race
House,26264,race,table,",",620L500US09127,pop_race
House,25518,race,table,",",620L500US09128,pop_race
House,22617,race,table,",",620L500US09129,pop_race
House,23653,race,table,",",620L500US09130,pop_race
House,24711,race,table,",",620L500US09131,pop_race
House,24212,race,table,",",620L500US09132,pop_race
House,23766,race,table,",",620L500US09133,pop_race
House,23950,race,table,",",620L500US09134,pop_race
House,23782,race,table,",",620L500US09135,pop_race
House,25294,race,table,",",620L500US09136,pop_race
House,24445,race,table,",",620L500US09137,pop_race
House,24872,race,table,",",620L500US09138,pop_race
House,23926,race,table,",",620L500US09139,pop_race
House,24452,race,table,",",620L500US09140,pop_race
House,24274,race,table,",",620L500US09141,pop_race
House,26003,race,table,",",620L500US09142,pop_race
House,24681,race,table,",",620L500US09143,pop_race
House,23534,race,table,",",620L500US09144,pop_race
House,23723,race,table,",",620L500US09145,pop_race
House,27641,race,table,",",620L500US09146,pop_race
House,23190,race,table,",",620L500US09147,pop_race
House,24534,race,table,",",620L500US09148,pop_race
House,22793,race,table,",",620L500US09149,pop_race
House,24097,race,table,",",620L500US09150,pop_race
House,23364,race,table,",",620L500US09151,pop_race
State,3588570,race,table,",",Connecticut,pop_race
Senate,46316,race,table,",",610U500US09001,nlatino
Senate,14288,race,table,",",610U500US09002,nlatino
Senate,18441,race,table,",",610U500US09003,nlatino
Senate,9991,race,table,",",610U500US09004,nlatino
Senate,7488,race,table,",",610U500US09005,nlatino
Senate,30802,race,table,",",610U500US09006,nlatino
Senate,7157,race,table,",",610U500US09007,nlatino
Senate,5506,race,table,",",610U500US09008,nlatino
Senate,9587,race,table,",",610U500US09009,nlatino
Senate,21691,race,table,",",610U500US09010,nlatino
Senate,24866,race,table,",",610U500US09011,nlatino
Senate,3107,race,table,",",610U500US09012,nlatino
Senate,16516,race,table,",",610U500US09013,nlatino
Senate,7696,race,table,",",610U500US09014,nlatino
Senate,34268,race,table,",",610U500US09015,nlatino
Senate,10789,race,table,",",610U500US09016,nlatino
Senate,15345,race,table,",",610U500US09017,nlatino
Senate,6565,race,table,",",610U500US09018,nlatino
Senate,9331,race,table,",",610U500US09019,nlatino
Senate,12294,race,table,",",610U500US09020,nlatino
Senate,9092,race,table,",",610U500US09021,nlatino
Senate,20810,race,table,",",610U500US09022,nlatino
Senate,42298,race,table,",",610U500US09023,nlatino
Senate,26428,race,table,",",610U500US09024,nlatino
Senate,22616,race,table,",",610U500US09025,nlatino
Senate,5535,race,table,",",610U500US09026,nlatino
Senate,30918,race,table,",",610U500US09027,nlatino
Senate,6226,race,table,",",610U500US09028,nlatino
Senate,12760,race,table,",",610U500US09029,nlatino
Senate,5487,race,table,",",610U500US09030,nlatino
Senate,10221,race,table,",",610U500US09031,nlatino
Senate,5516,race,table,",",610U500US09032,nlatino
Senate,3367,race,table,",",610U500US09033,nlatino
Senate,8835,race,table,",",610U500US09034,nlatino
Senate,4602,race,table,",",610U500US09035,nlatino
Senate,10973,race,table,",",610U500US09036,nlatino
House,5220,race,table,",",620L500US09001,nlatino
House,2107,race,table,",",620L500US09002,nlatino
House,13866,race,table,",",620L500US09003,nlatino
House,12922,race,table,",",620L500US09004,nlatino
House,4956,race,table,",",620L500US09005,nlatino
House,14045,race,table,",",620L500US09006,nlatino
House,5214,race,table,",",620L500US09007,nlatino
House,825,race,table,",",620L500US09008,nlatino
House,4673,race,table,",",620L500US09009,nlatino
House,7675,race,table,",",620L500US09010,nlatino
House,6085,race,table,",",620L500US09011,nlatino
House,3967,race,table,",",620L500US09012,nlatino
House,2485,race,table,",",620L500US09013,nlatino
House,1289,race,table,",",620L500US09014,nlatino
House,1169,race,table,",",620L500US09015,nlatino
House,1294,race,table,",",620L500US09016,nlatino
House,1088,race,table,",",620L500US09017,nlatino
House,1844,race,table,",",620L500US09018,nlatino
House,861,race,table,",",620L500US09019,nlatino
House,3523,race,table,",",620L500US09020,nlatino
House,986,race,table,",",620L500US09021,nlatino
House,3213,race,table,",",620L500US09022,nlatino
House,653,race,table,",",620L500US09023,nlatino
House,7468,race,table,",",620L500US09024,nlatino
House,13736,race,table,",",620L500US09025,nlatino
House,6674,race,table,",",620L500US09026,nlatino
House,2550,race,table,",",620L500US09027,nlatino
House,2574,race,table,",",620L500US09028,nlatino
House,1750,race,table,",",620L500US09029,nlatino
House,1174,race,table,",",620L500US09030,nlatino
House,730,race,table,",",620L500US09031,nlatino
House,1406,race,table,",",620L500US09032,nlatino
House,2012,race,table,",",620L500US09033,nlatino
House,921,race,table,",",620L500US09034,nlatino
House,1151,race,table,",",620L500US09035,nlatino
House,589,race,table,",",620L500US09036,nlatino
House,1504,race,table,",",620L500US09037,nlatino
House,1316,race,table,",",620L500US09038,nlatino
House,8052,race,table,",",620L500US09039,nlatino
House,2654,race,table,",",620L500US09040,nlatino
House,2557,race,table,",",620L500US09041,nlatino
House,1619,race,table,",",620L500US09042,nlatino
House,681,race,table,",",620L500US09043,nlatino
House,1353,race,table,",",620L500US09044,nlatino
House,769,race,table,",",620L500US09045,nlatino
House,4701,race,table,",",620L500US09046,nlatino
House,1133,race,table,",",620L500US09047,nlatino
House,948,race,table,",",620L500US09048,nlatino
House,9001,race,table,",",620L500US09049,nlatino
House,772,race,table,",",620L500US09050,nlatino
House,589,race,table,",",620L500US09051,nlatino
House,1233,race,table,",",620L500US09052,nlatino
House,895,race,table,",",620L500US09053,nlatino
House,1326,race,table,",",620L500US09054,nlatino
House,791,race,table,",",620L500US09055,nlatino
House,2078,race,table,",",620L500US09056,nlatino
House,1229,race,table,",",620L500US09057,nlatino
House,2558,race,table,",",620L500US09058,nlatino
House,1752,race,table,",",620L500US09059,nlatino
House,1610,race,table,",",620L500US09060,nlatino
House,1495,race,table,",",620L500US09061,nlatino
House,407,race,table,",",620L500US09062,nlatino
House,804,race,table,",",620L500US09063,nlatino
House,828,race,table,",",620L500US09064,nlatino
House,3234,race,table,",",620L500US09065,nlatino
House,935,race,table,",",620L500US09066,nlatino
House,1791,race,table,",",620L500US09067,nlatino
House,748,race,table,",",620L500US09068,nlatino
House,1236,race,table,",",620L500US09069,nlatino
House,2121,race,table,",",620L500US09070,nlatino
House,3692,race,table,",",620L500US09071,nlatino
House,10990,race,table,",",620L500US09072,nlatino
House,6842,race,table,",",620L500US09073,nlatino
House,6852,race,table,",",620L500US09074,nlatino
House,11968,race,table,",",620L500US09075,nlatino
House,535,race,table,",",620L500US09076,nlatino
House,2807,race,table,",",620L500US09077,nlatino
House,1338,race,table,",",620L500US09078,nlatino
House,4552,race,table,",",620L500US09079,nlatino
House,964,race,table,",",620L500US09080,nlatino
House,864,race,table,",",620L500US09081,nlatino
House,2775,race,table,",",620L500US09082,nlatino
House,3509,race,table,",",620L500US09083,nlatino
House,9274,race,table,",",620L500US09084,nlatino
House,2279,race,table,",",620L500US09085,nlatino
House,1038,race,table,",",620L500US09086,nlatino
House,1097,race,table,",",620L500US09087,nlatino
House,1215,race,table,",",620L500US09088,nlatino
House,961,race,table,",",620L500US09089,nlatino
House,1294,race,table,",",620L500US09090,nlatino
House,2981,race,table,",",620L500US09091,nlatino
House,4920,race,table,",",620L500US09092,nlatino
House,3055,race,table,",",620L500US09093,nlatino
House,3752,race,table,",",620L500US09094,nlatino
House,15266,race,table,",",620L500US09095,nlatino
House,3894,race,table,",",620L500US09096,nlatino
House,8710,race,table,",",620L500US09097,nlatino
House,949,race,table,",",620L500US09098,nlatino
House,3353,race,table,",",620L500US09099,nlatino
House,2479,race,table,",",620L500US09100,nlatino
House,320,race,table,",",620L500US09101,nlatino
House,902,race,table,",",620L500US09102,nlatino
House,1438,race,table,",",620L500US09103,nlatino
House,6730,race,table,",",620L500US09104,nlatino
House,2736,race,table,",",620L500US09105,nlatino
House,1657,race,table,",",620L500US09106,nlatino
House,1710,race,table,",",620L500US09107,nlatino
House,2501,race,table,",",620L500US09108,nlatino
House,6832,race,table,",",620L500US09109,nlatino
House,11075,race,table,",",620L500US09110,nlatino
House,1168,race,table,",",620L500US09111,nlatino
House,943,race,table,",",620L500US09112,nlatino
House,1741,race,table,",",620L500US09113,nlatino
House,1570,race,table,",",620L500US09114,nlatino
House,4408,race,table,",",620L500US09115,nlatino
House,5909,race,table,",",620L500US09116,nlatino
House,1570,race,table,",",620L500US09117,nlatino
House,1982,race,table,",",620L500US09118,nlatino
House,1159,race,table,",",620L500US09119,nlatino
House,2370,race,table,",",620L500US09120,nlatino
House,4897,race,table,",",620L500US09121,nlatino
House,1396,race,table,",",620L500US09122,nlatino
House,2181,race,table,",",620L500US09123,nlatino
House,10531,race,table,",",620L500US09124,nlatino
House,891,race,table,",",620L500US09125,nlatino
House,8146,race,table,",",620L500US09126,nlatino
House,7588,race,table,",",620L500US09127,nlatino
House,13414,race,table,",",620L500US09128,nlatino
House,7664,race,table,",",620L500US09129,nlatino
House,10345,race,table,",",620L500US09130,nlatino
House,1977,race,table,",",620L500US09131,nlatino
House,1026,race,table,",",620L500US09132,nlatino
House,2415,race,table,",",620L500US09133,nlatino
House,1302,race,table,",",620L500US09134,nlatino
House,1343,race,table,",",620L500US09135,nlatino
House,1287,race,table,",",620L500US09136,nlatino
House,5446,race,table,",",620L500US09137,nlatino
House,4417,race,table,",",620L500US09138,nlatino
House,1722,race,table,",",620L500US09139,nlatino
House,11766,race,table,",",620L500US09140,nlatino
House,850,race,table,",",620L500US09141,nlatino
House,2944,race,table,",",620L500US09142,nlatino
House,2216,race,table,",",620L500US09143,nlatino
House,3150,race,table,",",620L500US09144,nlatino
House,9930,race,table,",",620L500US09145,nlatino
House,7299,race,table,",",620L500US09146,nlatino
House,3573,race,table,",",620L500US09147,nlatino
House,9585,race,table,",",620L500US09148,nlatino
House,1276,race,table,",",620L500US09149,nlatino
House,4233,race,table,",",620L500US09150,nlatino
House,2577,race,table,",",620L500US09151,nlatino
State,537728,race,table,",",Connecticut,nlatino
Senate,0.487,race,map,.0%,610U500US09001,platino
Senate,0.148,race,map,.0%,610U500US09002,platino
Senate,0.184,race,map,.0%,610U500US09003,platino
Senate,0.099,race,map,.0%,610U500US09004,platino
Senate,0.077,race,map,.0%,610U500US09005,platino
Senate,0.319,race,map,.0%,610U500US09006,platino
Senate,0.07,race,map,.0%,610U500US09007,platino
Senate,0.057,race,map,.0%,610U500US09008,platino
Senate,0.093,race,map,.0%,610U500US09009,platino
Senate,0.226,race,map,.0%,610U500US09010,platino
Senate,0.251,race,map,.0%,610U500US09011,platino
Senate,0.033,race,map,.0%,610U500US09012,platino
Senate,0.171,race,map,.0%,610U500US09013,platino
Senate,0.081,race,map,.0%,610U500US09014,platino
Senate,0.343,race,map,.0%,610U500US09015,platino
Senate,0.103,race,map,.0%,610U500US09016,platino
Senate,0.154,race,map,.0%,610U500US09017,platino
Senate,0.065,race,map,.0%,610U500US09018,platino
Senate,0.093,race,map,.0%,610U500US09019,platino
Senate,0.128,race,map,.0%,610U500US09020,platino
Senate,0.089,race,map,.0%,610U500US09021,platino
Senate,0.208,race,map,.0%,610U500US09022,platino
Senate,0.431,race,map,.0%,610U500US09023,platino
Senate,0.247,race,map,.0%,610U500US09024,platino
Senate,0.221,race,map,.0%,610U500US09025,platino
Senate,0.052,race,map,.0%,610U500US09026,platino
Senate,0.286,race,map,.0%,610U500US09027,platino
Senate,0.06,race,map,.0%,610U500US09028,platino
Senate,0.125,race,map,.0%,610U500US09029,platino
Senate,0.058,race,map,.0%,610U500US09030,platino
Senate,0.1,race,map,.0%,610U500US09031,platino
Senate,0.059,race,map,.0%,610U500US09032,platino
Senate,0.034,race,map,.0%,610U500US09033,platino
Senate,0.092,race,map,.0%,610U500US09034,platino
Senate,0.046,race,map,.0%,610U500US09035,platino
Senate,0.111,race,map,.0%,610U500US09036,platino
House,0.228,race,map,.0%,620L500US09001,platino
House,0.086,race,map,.0%,620L500US09002,platino
House,0.639,race,map,.0%,620L500US09003,platino
House,0.56,race,map,.0%,620L500US09004,platino
House,0.207,race,map,.0%,620L500US09005,platino
House,0.601,race,map,.0%,620L500US09006,platino
House,0.224,race,map,.0%,620L500US09007,platino
House,0.035,race,map,.0%,620L500US09008,platino
House,0.181,race,map,.0%,620L500US09009,platino
House,0.336,race,map,.0%,620L500US09010,platino
House,0.251,race,map,.0%,620L500US09011,platino
House,0.163,race,map,.0%,620L500US09012,platino
House,0.105,race,map,.0%,620L500US09013,platino
House,0.053,race,map,.0%,620L500US09014,platino
House,0.051,race,map,.0%,620L500US09015,platino
House,0.054,race,map,.0%,620L500US09016,platino
House,0.046,race,map,.0%,620L500US09017,platino
House,0.08,race,map,.0%,620L500US09018,platino
House,0.035,race,map,.0%,620L500US09019,platino
House,0.16,race,map,.0%,620L500US09020,platino
House,0.041,race,map,.0%,620L500US09021,platino
House,0.139,race,map,.0%,620L500US09022,platino
House,0.028,race,map,.0%,620L500US09023,platino
House,0.331,race,map,.0%,620L500US09024,platino
House,0.567,race,map,.0%,620L500US09025,platino
House,0.275,race,map,.0%,620L500US09026,platino
House,0.103,race,map,.0%,620L500US09027,platino
House,0.108,race,map,.0%,620L500US09028,platino
House,0.071,race,map,.0%,620L500US09029,platino
House,0.047,race,map,.0%,620L500US09030,platino
House,0.03,race,map,.0%,620L500US09031,platino
House,0.06,race,map,.0%,620L500US09032,platino
House,0.083,race,map,.0%,620L500US09033,platino
House,0.039,race,map,.0%,620L500US09034,platino
House,0.049,race,map,.0%,620L500US09035,platino
House,0.025,race,map,.0%,620L500US09036,platino
House,0.065,race,map,.0%,620L500US09037,platino
House,0.055,race,map,.0%,620L500US09038,platino
House,0.348,race,map,.0%,620L500US09039,platino
House,0.111,race,map,.0%,620L500US09040,platino
House,0.114,race,map,.0%,620L500US09041,platino
House,0.069,race,map,.0%,620L500US09042,platino
House,0.029,race,map,.0%,620L500US09043,platino
House,0.056,race,map,.0%,620L500US09044,platino
House,0.034,race,map,.0%,620L500US09045,platino
House,0.193,race,map,.0%,620L500US09046,platino
House,0.046,race,map,.0%,620L500US09047,platino
House,0.04,race,map,.0%,620L500US09048,platino
House,0.381,race,map,.0%,620L500US09049,platino
House,0.034,race,map,.0%,620L500US09050,platino
House,0.025,race,map,.0%,620L500US09051,platino
House,0.053,race,map,.0%,620L500US09052,platino
House,0.037,race,map,.0%,620L500US09053,platino
House,0.058,race,map,.0%,620L500US09054,platino
House,0.033,race,map,.0%,620L500US09055,platino
House,0.086,race,map,.0%,620L500US09056,platino
House,0.051,race,map,.0%,620L500US09057,platino
House,0.106,race,map,.0%,620L500US09058,platino
House,0.075,race,map,.0%,620L500US09059,platino
House,0.07,race,map,.0%,620L500US09060,platino
House,0.065,race,map,.0%,620L500US09061,platino
House,0.017,race,map,.0%,620L500US09062,platino
House,0.036,race,map,.0%,620L500US09063,platino
House,0.038,race,map,.0%,620L500US09064,platino
House,0.143,race,map,.0%,620L500US09065,platino
House,0.041,race,map,.0%,620L500US09066,platino
House,0.076,race,map,.0%,620L500US09067,platino
House,0.032,race,map,.0%,620L500US09068,platino
House,0.051,race,map,.0%,620L500US09069,platino
House,0.092,race,map,.0%,620L500US09070,platino
House,0.162,race,map,.0%,620L500US09071,platino
House,0.462,race,map,.0%,620L500US09072,platino
House,0.284,race,map,.0%,620L500US09073,platino
House,0.281,race,map,.0%,620L500US09074,platino
House,0.55,race,map,.0%,620L500US09075,platino
House,0.022,race,map,.0%,620L500US09076,platino
House,0.116,race,map,.0%,620L500US09077,platino
House,0.056,race,map,.0%,620L500US09078,platino
House,0.187,race,map,.0%,620L500US09079,platino
House,0.042,race,map,.0%,620L500US09080,platino
House,0.038,race,map,.0%,620L500US09081,platino
House,0.117,race,map,.0%,620L500US09082,platino
House,0.133,race,map,.0%,620L500US09083,platino
House,0.456,race,map,.0%,620L500US09084,platino
House,0.102,race,map,.0%,620L500US09085,platino
House,0.045,race,map,.0%,620L500US09086,platino
House,0.046,race,map,.0%,620L500US09087,platino
House,0.052,race,map,.0%,620L500US09088,platino
House,0.041,race,map,.0%,620L500US09089,platino
House,0.057,race,map,.0%,620L500US09090,platino
House,0.116,race,map,.0%,620L500US09091,platino
House,0.196,race,map,.0%,620L500US09092,platino
House,0.135,race,map,.0%,620L500US09093,platino
House,0.158,race,map,.0%,620L500US09094,platino
House,0.602,race,map,.0%,620L500US09095,platino
House,0.149,race,map,.0%,620L500US09096,platino
House,0.363,race,map,.0%,620L500US09097,platino
House,0.042,race,map,.0%,620L500US09098,platino
House,0.141,race,map,.0%,620L500US09099,platino
House,0.109,race,map,.0%,620L500US09100,platino
House,0.014,race,map,.0%,620L500US09101,platino
House,0.039,race,map,.0%,620L500US09102,platino
House,0.062,race,map,.0%,620L500US09103,platino
House,0.274,race,map,.0%,620L500US09104,platino
House,0.115,race,map,.0%,620L500US09105,platino
House,0.071,race,map,.0%,620L500US09106,platino
House,0.067,race,map,.0%,620L500US09107,platino
House,0.106,race,map,.0%,620L500US09108,platino
House,0.271,race,map,.0%,620L500US09109,platino
House,0.45,race,map,.0%,620L500US09110,platino
House,0.049,race,map,.0%,620L500US09111,platino
House,0.041,race,map,.0%,620L500US09112,platino
House,0.074,race,map,.0%,620L500US09113,platino
House,0.069,race,map,.0%,620L500US09114,platino
House,0.192,race,map,.0%,620L500US09115,platino
House,0.259,race,map,.0%,620L500US09116,platino
House,0.068,race,map,.0%,620L500US09117,platino
House,0.085,race,map,.0%,620L500US09118,platino
House,0.05,race,map,.0%,620L500US09119,platino
House,0.098,race,map,.0%,620L500US09120,platino
House,0.213,race,map,.0%,620L500US09121,platino
House,0.057,race,map,.0%,620L500US09122,platino
House,0.092,race,map,.0%,620L500US09123,platino
House,0.416,race,map,.0%,620L500US09124,platino
House,0.038,race,map,.0%,620L500US09125,platino
House,0.344,race,map,.0%,620L500US09126,platino
House,0.289,race,map,.0%,620L500US09127,platino
House,0.526,race,map,.0%,620L500US09128,platino
House,0.339,race,map,.0%,620L500US09129,platino
House,0.437,race,map,.0%,620L500US09130,platino
House,0.08,race,map,.0%,620L500US09131,platino
House,0.042,race,map,.0%,620L500US09132,platino
House,0.102,race,map,.0%,620L500US09133,platino
House,0.054,race,map,.0%,620L500US09134,platino
House,0.056,race,map,.0%,620L500US09135,platino
House,0.051,race,map,.0%,620L500US09136,platino
House,0.223,race,map,.0%,620L500US09137,platino
House,0.178,race,map,.0%,620L500US09138,platino
House,0.072,race,map,.0%,620L500US09139,platino
House,0.481,race,map,.0%,620L500US09140,platino
House,0.035,race,map,.0%,620L500US09141,platino
House,0.113,race,map,.0%,620L500US09142,platino
House,0.09,race,map,.0%,620L500US09143,platino
House,0.134,race,map,.0%,620L500US09144,platino
House,0.419,race,map,.0%,620L500US09145,platino
House,0.264,race,map,.0%,620L500US09146,platino
House,0.154,race,map,.0%,620L500US09147,platino
House,0.391,race,map,.0%,620L500US09148,platino
House,0.056,race,map,.0%,620L500US09149,platino
House,0.176,race,map,.0%,620L500US09150,platino
House,0.11,race,map,.0%,620L500US09151,platino
State,0.15,race,map,.0%,Connecticut,platino
Senate,28305,race,table,",",610U500US09001,nwhite
Senate,24955,race,table,",",610U500US09002,nwhite
Senate,57814,race,table,",",610U500US09003,nwhite
Senate,70454,race,table,",",610U500US09004,nwhite
Senate,76361,race,table,",",610U500US09005,nwhite
Senate,53288,race,table,",",610U500US09006,nwhite
Senate,83701,race,table,",",610U500US09007,nwhite
Senate,84166,race,table,",",610U500US09008,nwhite
Senate,75980,race,table,",",610U500US09009,nwhite
Senate,26764,race,table,",",610U500US09010,nwhite
Senate,51101,race,table,",",610U500US09011,nwhite
Senate,86718,race,table,",",610U500US09012,nwhite
Senate,68970,race,table,",",610U500US09013,nwhite
Senate,76582,race,table,",",610U500US09014,nwhite
Senate,43291,race,table,",",610U500US09015,nwhite
Senate,82221,race,table,",",610U500US09016,nwhite
Senate,63263,race,table,",",610U500US09017,nwhite
Senate,83061,race,table,",",610U500US09018,nwhite
Senate,75677,race,table,",",610U500US09019,nwhite
Senate,71786,race,table,",",610U500US09020,nwhite
Senate,82840,race,table,",",610U500US09021,nwhite
Senate,55974,race,table,",",610U500US09022,nwhite
Senate,12873,race,table,",",610U500US09023,nwhite
Senate,65559,race,table,",",610U500US09024,nwhite
Senate,59432,race,table,",",610U500US09025,nwhite
Senate,93366,race,table,",",610U500US09026,nwhite
Senate,50773,race,table,",",610U500US09027,nwhite
Senate,90554,race,table,",",610U500US09028,nwhite
Senate,79950,race,table,",",610U500US09029,nwhite
Senate,83855,race,table,",",610U500US09030,nwhite
Senate,84836,race,table,",",610U500US09031,nwhite
Senate,83116,race,table,",",610U500US09032,nwhite
Senate,91860,race,table,",",610U500US09033,nwhite
Senate,79708,race,table,",",610U500US09034,nwhite
