chamber,value,topic,type,format,id,indicator
House,0.947,households,map,.0%,620L500US09014,pcar
House,0.908,households,map,.0%,620L500US09015,pcar
House,0.961,households,map,.0%,620L500US09016,pcar
House,0.983,households,map,.0%,620L500US09017,pcar
House,0.856,households,map,.0%,620L500US09018,pcar
House,0.961,households,map,.0%,620L500US09019,pcar
House,0.949,households,map,.0%,620L500US09020,pcar
House,0.932,households,map,.0%,620L500US09021,pcar
House,0.932,households,map,.0%,620L500US09022,pcar
House,0.974,households,map,.0%,620L500US09023,pcar
House,0.895,households,map,.0%,620L500US09024,pcar
House,0.711,households,map,.0%,620L500US09025,pcar
House,0.905,households,map,.0%,620L500US09026,pcar
House,0.945,households,map,.0%,620L500US09027,pcar
House,0.934,households,map,.0%,620L500US09028,pcar
House,0.914,households,map,.0%,620L500US09029,pcar
House,0.966,households,map,.0%,620L500US09030,pcar
House,0.974,households,map,.0%,620L500US09031,pcar
House,0.938,households,map,.0%,620L500US09032,pcar
House,0.904,households,map,.0%,620L500US09033,pcar
House,0.979,households,map,.0%,620L500US09034,pcar
House,0.963,households,map,.0%,620L500US09035,pcar
House,0.96,households,map,.0%,620L500US09036,pcar
House,0.967,households,map,.0%,620L500US09037,pcar
House,0.95,households,map,.0%,620L500US09038,pcar
House,0.79,households,map,.0%,620L500US09039,pcar
House,0.954,households,map,.0%,620L500US09040,pcar
House,0.905,households,map,.0%,620L500US09041,pcar
House,0.977,households,map,.0%,620L500US09042,pcar
House,0.961,households,map,.0%,620L500US09043,pcar
House,0.933,households,map,.0%,620L500US09044,pcar
House,0.958,households,map,.0%,620L500US09045,pcar
House,0.878,households,map,.0%,620L500US09046,pcar
House,0.981,households,map,.0%,620L500US09047,pcar
House,0.969,households,map,.0%,620L500US09048,pcar
House,0.885,households,map,.0%,620L500US09049,pcar
House,0.954,households,map,.0%,620L500US09050,pcar
House,0.946,households,map,.0%,620L500US09051,pcar
House,0.949,households,map,.0%,620L500US09052,pcar
House,0.98,households,map,.0%,620L500US09053,pcar
House,0.946,households,map,.0%,620L500US09054,pcar
House,0.981,households,map,.0%,620L500US09055,pcar
House,0.921,households,map,.0%,620L500US09056,pcar
House,0.971,households,map,.0%,620L500US09057,pcar
House,0.939,households,map,.0%,620L500US09058,pcar
House,0.95,households,map,.0%,620L500US09059,pcar
House,0.96,households,map,.0%,620L500US09060,pcar
House,0.964,households,map,.0%,620L500US09061,pcar
House,0.983,households,map,.0%,620L500US09062,pcar
House,0.945,households,map,.0%,620L500US09063,pcar
House,0.958,households,map,.0%,620L500US09064,pcar
House,0.87,households,map,.0%,620L500US09065,pcar
House,0.956,households,map,.0%,620L500US09066,pcar
House,0.947,households,map,.0%,620L500US09067,pcar
House,0.94,households,map,.0%,620L500US09068,pcar
House,0.946,households,map,.0%,620L500US09069,pcar
House,0.956,households,map,.0%,620L500US09070,pcar
House,0.928,households,map,.0%,620L500US09071,pcar
House,0.776,households,map,.0%,620L500US09072,pcar
House,0.884,households,map,.0%,620L500US09073,pcar
House,0.853,households,map,.0%,620L500US09074,pcar
House,0.587,households,map,.0%,620L500US09075,pcar
House,0.977,households,map,.0%,620L500US09076,pcar
House,0.935,households,map,.0%,620L500US09077,pcar
House,0.953,households,map,.0%,620L500US09078,pcar
House,0.875,households,map,.0%,620L500US09079,pcar
House,0.987,households,map,.0%,620L500US09080,pcar
House,0.949,households,map,.0%,620L500US09081,pcar
House,0.947,households,map,.0%,620L500US09082,pcar
House,0.949,households,map,.0%,620L500US09083,pcar
House,0.8,households,map,.0%,620L500US09084,pcar
House,0.947,households,map,.0%,620L500US09085,pcar
House,0.978,households,map,.0%,620L500US09086,pcar
House,0.953,households,map,.0%,620L500US09087,pcar
House,0.944,households,map,.0%,620L500US09088,pcar
House,0.974,households,map,.0%,620L500US09089,pcar
House,0.966,households,map,.0%,620L500US09090,pcar
House,0.909,households,map,.0%,620L500US09091,pcar
House,0.756,households,map,.0%,620L500US09092,pcar
House,0.596,households,map,.0%,620L500US09093,pcar
House,0.814,households,map,.0%,620L500US09094,pcar
House,0.678,households,map,.0%,620L500US09095,pcar
House,0.754,households,map,.0%,620L500US09096,pcar
House,0.789,households,map,.0%,620L500US09097,pcar
House,0.967,households,map,.0%,620L500US09098,pcar
House,0.915,households,map,.0%,620L500US09099,pcar
House,0.9,households,map,.0%,620L500US09100,pcar
House,0.975,households,map,.0%,620L500US09101,pcar
House,0.939,households,map,.0%,620L500US09102,pcar
House,0.946,households,map,.0%,620L500US09103,pcar
House,0.849,households,map,.0%,620L500US09104,pcar
House,0.964,households,map,.0%,620L500US09105,pcar
House,0.97,households,map,.0%,620L500US09106,pcar
House,0.956,households,map,.0%,620L500US09107,pcar
House,0.963,households,map,.0%,620L500US09108,pcar
House,0.922,households,map,.0%,620L500US09109,pcar
House,0.871,households,map,.0%,620L500US09110,pcar
House,0.973,households,map,.0%,620L500US09111,pcar
House,0.977,households,map,.0%,620L500US09112,pcar
House,0.957,households,map,.0%,620L500US09113,pcar
House,0.979,households,map,.0%,620L500US09114,pcar
House,0.862,households,map,.0%,620L500US09115,pcar
House,0.868,households,map,.0%,620L500US09116,pcar
House,0.948,households,map,.0%,620L500US09117,pcar
House,0.926,households,map,.0%,620L500US09118,pcar
House,0.952,households,map,.0%,620L500US09119,pcar
House,0.956,households,map,.0%,620L500US09120,pcar
House,0.929,households,map,.0%,620L500US09121,pcar
House,0.947,households,map,.0%,620L500US09122,pcar
House,0.947,households,map,.0%,620L500US09123,pcar
House,0.744,households,map,.0%,620L500US09124,pcar
House,0.975,households,map,.0%,620L500US09125,pcar
House,0.893,households,map,.0%,620L500US09126,pcar
House,0.898,households,map,.0%,620L500US09127,pcar
House,0.685,households,map,.0%,620L500US09128,pcar
House,0.818,households,map,.0%,620L500US09129,pcar
House,0.68,households,map,.0%,620L500US09130,pcar
House,0.966,households,map,.0%,620L500US09131,pcar
House,0.974,households,map,.0%,620L500US09132,pcar
House,0.95,households,map,.0%,620L500US09133,pcar
House,0.978,households,map,.0%,620L500US09134,pcar
House,0.979,households,map,.0%,620L500US09135,pcar
House,0.974,households,map,.0%,620L500US09136,pcar
House,0.901,households,map,.0%,620L500US09137,pcar
House,0.966,households,map,.0%,620L500US09138,pcar
House,0.923,households,map,.0%,620L500US09139,pcar
House,0.857,households,map,.0%,620L500US09140,pcar
House,0.978,households,map,.0%,620L500US09141,pcar
House,0.968,households,map,.0%,620L500US09142,pcar
House,0.962,households,map,.0%,620L500US09143,pcar
House,0.958,households,map,.0%,620L500US09144,pcar
House,0.807,households,map,.0%,620L500US09145,pcar
House,0.865,households,map,.0%,620L500US09146,pcar
House,0.961,households,map,.0%,620L500US09147,pcar
House,0.896,households,map,.0%,620L500US09148,pcar
House,0.986,households,map,.0%,620L500US09149,pcar
House,0.94,households,map,.0%,620L500US09150,pcar
House,0.964,households,map,.0%,620L500US09151,pcar
State,0.909,households,map,.0%,Connecticut,pcar
Senate,58944,education,table,",",610U500US09001,pop25
Senate,64058,education,table,",",610U500US09002,pop25
Senate,70035,education,table,",",610U500US09003,pop25
Senate,70527,education,table,",",610U500US09004,pop25
Senate,68689,education,table,",",610U500US09005,pop25
Senate,64333,education,table,",",610U500US09006,pop25
Senate,73622,education,table,",",610U500US09007,pop25
Senate,68533,education,table,",",610U500US09008,pop25
Senate,73451,education,table,",",610U500US09009,pop25
Senate,56461,education,table,",",610U500US09010,pop25
Senate,64851,education,table,",",610U500US09011,pop25
Senate,69350,education,table,",",610U500US09012,pop25
Senate,71323,education,table,",",610U500US09013,pop25
Senate,69843,education,table,",",610U500US09014,pop25
Senate,63541,education,table,",",610U500US09015,pop25
Senate,73268,education,table,",",610U500US09016,pop25
Senate,68170,education,table,",",610U500US09017,pop25
Senate,70216,education,table,",",610U500US09018,pop25
Senate,69718,education,table,",",610U500US09019,pop25
Senate,66888,education,table,",",610U500US09020,pop25
Senate,74001,education,table,",",610U500US09021,pop25
Senate,67178,education,table,",",610U500US09022,pop25
Senate,60603,education,table,",",610U500US09023,pop25
Senate,73039,education,table,",",610U500US09024,pop25
Senate,70436,education,table,",",610U500US09025,pop25
Senate,71118,education,table,",",610U500US09026,pop25
Senate,74945,education,table,",",610U500US09027,pop25
Senate,67672,education,table,",",610U500US09028,pop25
Senate,58726,education,table,",",610U500US09029,pop25
Senate,69640,education,table,",",610U500US09030,pop25
Senate,72794,education,table,",",610U500US09031,pop25
Senate,66780,education,table,",",610U500US09032,pop25
Senate,73015,education,table,",",610U500US09033,pop25
Senate,71442,education,table,",",610U500US09034,pop25
Senate,70836,education,table,",",610U500US09035,pop25
Senate,68083,education,table,",",610U500US09036,pop25
House,14828,education,table,",",620L500US09001,pop25
House,17161,education,table,",",620L500US09002,pop25
House,13229,education,table,",",620L500US09003,pop25
House,12918,education,table,",",620L500US09004,pop25
House,15393,education,table,",",620L500US09005,pop25
House,14513,education,table,",",620L500US09006,pop25
House,12833,education,table,",",620L500US09007,pop25
House,16626,education,table,",",620L500US09008,pop25
House,17743,education,table,",",620L500US09009,pop25
House,15876,education,table,",",620L500US09010,pop25
House,16626,education,table,",",620L500US09011,pop25
House,17022,education,table,",",620L500US09012,pop25
House,16326,education,table,",",620L500US09013,pop25
House,16949,education,table,",",620L500US09014,pop25
House,17723,education,table,",",620L500US09015,pop25
House,16683,education,table,",",620L500US09016,pop25
House,16441,education,table,",",620L500US09017,pop25
House,16533,education,table,",",620L500US09018,pop25
House,17425,education,table,",",620L500US09019,pop25
House,15477,education,table,",",620L500US09020,pop25
House,16832,education,table,",",620L500US09021,pop25
House,16452,education,table,",",620L500US09022,pop25
House,17723,education,table,",",620L500US09023,pop25
House,15564,education,table,",",620L500US09024,pop25
House,15141,education,table,",",620L500US09025,pop25
House,15311,education,table,",",620L500US09026,pop25
House,18353,education,table,",",620L500US09027,pop25
House,17165,education,table,",",620L500US09028,pop25
House,18464,education,table,",",620L500US09029,pop25
House,18377,education,table,",",620L500US09030,pop25
House,17020,education,table,",",620L500US09031,pop25
House,17529,education,table,",",620L500US09032,pop25
House,15189,education,table,",",620L500US09033,pop25
House,16845,education,table,",",620L500US09034,pop25
House,17379,education,table,",",620L500US09035,pop25
House,17525,education,table,",",620L500US09036,pop25
House,17111,education,table,",",620L500US09037,pop25
House,17411,education,table,",",620L500US09038,pop25
House,13162,education,table,",",620L500US09039,pop25
House,14469,education,table,",",620L500US09040,pop25
House,16096,education,table,",",620L500US09041,pop25
House,17013,education,table,",",620L500US09042,pop25
House,17728,education,table,",",620L500US09043,pop25
House,17111,education,table,",",620L500US09044,pop25
House,15795,education,table,",",620L500US09045,pop25
House,15793,education,table,",",620L500US09046,pop25
House,17921,education,table,",",620L500US09047,pop25
House,16607,education,table,",",620L500US09048,pop25
House,13487,education,table,",",620L500US09049,pop25
House,16548,education,table,",",620L500US09050,pop25
House,16869,education,table,",",620L500US09051,pop25
House,16162,education,table,",",620L500US09052,pop25
House,16210,education,table,",",620L500US09053,pop25
House,5893,education,table,",",620L500US09054,pop25
House,16691,education,table,",",620L500US09055,pop25
House,17839,education,table,",",620L500US09056,pop25
House,17097,education,table,",",620L500US09057,pop25
House,17270,education,table,",",620L500US09058,pop25
House,17403,education,table,",",620L500US09059,pop25
House,16992,education,table,",",620L500US09060,pop25
House,16383,education,table,",",620L500US09061,pop25
House,16843,education,table,",",620L500US09062,pop25
House,16616,education,table,",",620L500US09063,pop25
House,17012,education,table,",",620L500US09064,pop25
House,16528,education,table,",",620L500US09065,pop25
House,17e3,education,table,",",620L500US09066,pop25
House,16820,education,table,",",620L500US09067,pop25
House,16424,education,table,",",620L500US09068,pop25
House,18341,education,table,",",620L500US09069,pop25
House,16054,education,table,",",620L500US09070,pop25
House,15894,education,table,",",620L500US09071,pop25
House,14558,education,table,",",620L500US09072,pop25
House,14654,education,table,",",620L500US09073,pop25
House,16136,education,table,",",620L500US09074,pop25
House,13681,education,table,",",620L500US09075,pop25
House,17205,education,table,",",620L500US09076,pop25
House,17387,education,table,",",620L500US09077,pop25
House,16780,education,table,",",620L500US09078,pop25
House,17239,education,table,",",620L500US09079,pop25
House,16292,education,table,",",620L500US09080,pop25
House,17096,education,table,",",620L500US09081,pop25
House,18229,education,table,",",620L500US09082,pop25
House,19563,education,table,",",620L500US09083,pop25
House,13986,education,table,",",620L500US09084,pop25
House,16897,education,table,",",620L500US09085,pop25
House,16898,education,table,",",620L500US09086,pop25
House,17436,education,table,",",620L500US09087,pop25
House,14197,education,table,",",620L500US09088,pop25
House,16815,education,table,",",620L500US09089,pop25
House,16936,education,table,",",620L500US09090,pop25
House,18512,education,table,",",620L500US09091,pop25
House,16669,education,table,",",620L500US09092,pop25
House,12056,education,table,",",620L500US09093,pop25
House,13487,education,table,",",620L500US09094,pop25
House,13842,education,table,",",620L500US09095,pop25
House,19065,education,table,",",620L500US09096,pop25
House,16736,education,table,",",620L500US09097,pop25
House,16718,education,table,",",620L500US09098,pop25
House,17327,education,table,",",620L500US09099,pop25
House,16483,education,table,",",620L500US09100,pop25
House,15952,education,table,",",620L500US09101,pop25
House,17593,education,table,",",620L500US09102,pop25
House,16534,education,table,",",620L500US09103,pop25
House,16471,education,table,",",620L500US09104,pop25
House,16179,education,table,",",620L500US09105,pop25
House,15733,education,table,",",620L500US09106,pop25
House,17475,education,table,",",620L500US09107,pop25
House,16465,education,table,",",620L500US09108,pop25
House,17186,education,table,",",620L500US09109,pop25
House,16452,education,table,",",620L500US09110,pop25
House,15704,education,table,",",620L500US09111,pop25
House,15740,education,table,",",620L500US09112,pop25
House,16740,education,table,",",620L500US09113,pop25
House,16066,education,table,",",620L500US09114,pop25
House,15884,education,table,",",620L500US09115,pop25
House,13267,education,table,",",620L500US09116,pop25
House,17571,education,table,",",620L500US09117,pop25
House,17771,education,table,",",620L500US09118,pop25
House,16557,education,table,",",620L500US09119,pop25
House,17534,education,table,",",620L500US09120,pop25
House,16374,education,table,",",620L500US09121,pop25
House,18754,education,table,",",620L500US09122,pop25
House,15962,education,table,",",620L500US09123,pop25
House,15955,education,table,",",620L500US09124,pop25
House,15299,education,table,",",620L500US09125,pop25
House,15459,education,table,",",620L500US09126,pop25
House,17806,education,table,",",620L500US09127,pop25
House,14468,education,table,",",620L500US09128,pop25
House,15759,education,table,",",620L500US09129,pop25
House,14164,education,table,",",620L500US09130,pop25
House,16576,education,table,",",620L500US09131,pop25
House,15758,education,table,",",620L500US09132,pop25
House,14450,education,table,",",620L500US09133,pop25
House,15520,education,table,",",620L500US09134,pop25
House,16234,education,table,",",620L500US09135,pop25
House,16679,education,table,",",620L500US09136,pop25
House,17823,education,table,",",620L500US09137,pop25
House,16455,education,table,",",620L500US09138,pop25
House,16950,education,table,",",620L500US09139,pop25
House,15573,education,table,",",620L500US09140,pop25
House,15320,education,table,",",620L500US09141,pop25
House,18560,education,table,",",620L500US09142,pop25
House,16645,education,table,",",620L500US09143,pop25
House,16838,education,table,",",620L500US09144,pop25
House,16224,education,table,",",620L500US09145,pop25
House,20182,education,table,",",620L500US09146,pop25
House,15769,education,table,",",620L500US09147,pop25
House,16812,education,table,",",620L500US09148,pop25
House,16345,education,table,",",620L500US09149,pop25
House,16345,education,table,",",620L500US09150,pop25
House,15530,education,table,",",620L500US09151,pop25
State,2466129,education,table,",",Connecticut,pop25
Senate,15131,education,table,",",610U500US09001,nhs
Senate,9965,education,table,",",610U500US09002,nhs
Senate,7275,education,table,",",610U500US09003,nhs
Senate,3929,education,table,",",610U500US09004,nhs
Senate,3449,education,table,",",610U500US09005,nhs
Senate,10290,education,table,",",610U500US09006,nhs
Senate,6094,education,table,",",610U500US09007,nhs
Senate,4258,education,table,",",610U500US09008,nhs
Senate,5707,education,table,",",610U500US09009,nhs
Senate,9153,education,table,",",610U500US09010,nhs
Senate,7596,education,table,",",610U500US09011,nhs
Senate,2932,education,table,",",610U500US09012,nhs
Senate,6963,education,table,",",610U500US09013,nhs
Senate,4636,education,table,",",610U500US09014,nhs
Senate,12684,education,table,",",610U500US09015,nhs
Senate,6553,education,table,",",610U500US09016,nhs
Senate,6429,education,table,",",610U500US09017,nhs
Senate,5639,education,table,",",610U500US09018,nhs
Senate,6280,education,table,",",610U500US09019,nhs
Senate,5836,education,table,",",610U500US09020,nhs
Senate,5157,education,table,",",610U500US09021,nhs
Senate,8952,education,table,",",610U500US09022,nhs
Senate,15661,education,table,",",610U500US09023,nhs
Senate,10278,education,table,",",610U500US09024,nhs
Senate,7337,education,table,",",610U500US09025,nhs
Senate,1661,education,table,",",610U500US09026,nhs
Senate,9178,education,table,",",610U500US09027,nhs
Senate,2795,education,table,",",610U500US09028,nhs
Senate,7308,education,table,",",610U500US09029,nhs
Senate,5179,education,table,",",610U500US09030,nhs
Senate,7558,education,table,",",610U500US09031,nhs
Senate,4061,education,table,",",610U500US09032,nhs
Senate,3979,education,table,",",610U500US09033,nhs
Senate,5787,education,table,",",610U500US09034,nhs
Senate,4318,education,table,",",610U500US09035,nhs
Senate,2924,education,table,",",610U500US09036,nhs
House,3472,education,table,",",620L500US09001,nhs
House,925,education,table,",",620L500US09002,nhs
House,4667,education,table,",",620L500US09003,nhs
House,3987,education,table,",",620L500US09004,nhs
House,2874,education,table,",",620L500US09005,nhs
House,3961,education,table,",",620L500US09006,nhs
House,2852,education,table,",",620L500US09007,nhs
House,559,education,table,",",620L500US09008,nhs
House,1736,education,table,",",620L500US09009,nhs
House,2549,education,table,",",620L500US09010,nhs
House,2063,education,table,",",620L500US09011,nhs
House,1350,education,table,",",620L500US09012,nhs
House,1016,education,table,",",620L500US09013,nhs
House,634,education,table,",",620L500US09014,nhs
House,1484,education,table,",",620L500US09015,nhs
House,480,education,table,",",620L500US09016,nhs
House,532,education,table,",",620L500US09017,nhs
House,950,education,table,",",620L500US09018,nhs
House,342,education,table,",",620L500US09019,nhs
House,1478,education,table,",",620L500US09020,nhs
House,704,education,table,",",620L500US09021,nhs
House,1888,education,table,",",620L500US09022,nhs
House,962,education,table,",",620L500US09023,nhs
House,2369,education,table,",",620L500US09024,nhs
House,4201,education,table,",",620L500US09025,nhs
House,2300,education,table,",",620L500US09026,nhs
House,1487,education,table,",",620L500US09027,nhs
House,1442,education,table,",",620L500US09028,nhs
House,1260,education,table,",",620L500US09029,nhs
House,1106,education,table,",",620L500US09030,nhs
House,540,education,table,",",620L500US09031,nhs
House,1207,education,table,",",620L500US09032,nhs
House,1030,education,table,",",620L500US09033,nhs
House,921,education,table,",",620L500US09034,nhs
House,1005,education,table,",",620L500US09035,nhs
House,646,education,table,",",620L500US09036,nhs
House,1007,education,table,",",620L500US09037,nhs
House,1181,education,table,",",620L500US09038,nhs
House,2614,education,table,",",620L500US09039,nhs
House,653,education,table,",",620L500US09040,nhs
House,1162,education,table,",",620L500US09041,nhs
House,1325,education,table,",",620L500US09042,nhs
House,912,education,table,",",620L500US09043,nhs
House,2391,education,table,",",620L500US09044,nhs
House,1901,education,table,",",620L500US09045,nhs
House,2214,education,table,",",620L500US09046,nhs
House,1493,education,table,",",620L500US09047,nhs
House,953,education,table,",",620L500US09048,nhs
House,2575,education,table,",",620L500US09049,nhs
House,1195,education,table,",",620L500US09050,nhs
House,1985,education,table,",",620L500US09051,nhs
House,1830,education,table,",",620L500US09052,nhs
House,729,education,table,",",620L500US09053,nhs
House,277,education,table,",",620L500US09054,nhs
House,599,education,table,",",620L500US09055,nhs
House,1419,education,table,",",620L500US09056,nhs
House,1019,education,table,",",620L500US09057,nhs
House,1477,education,table,",",620L500US09058,nhs
House,1755,education,table,",",620L500US09059,nhs
House,1093,education,table,",",620L500US09060,nhs
House,1141,education,table,",",620L500US09061,nhs
House,703,education,table,",",620L500US09062,nhs
House,1507,education,table,",",620L500US09063,nhs
House,972,education,table,",",620L500US09064,nhs
House,2796,education,table,",",620L500US09065,nhs
House,950,education,table,",",620L500US09066,nhs
House,1313,education,table,",",620L500US09067,nhs
House,1277,education,table,",",620L500US09068,nhs
House,1130,education,table,",",620L500US09069,nhs
House,1623,education,table,",",620L500US09070,nhs
House,1800,education,table,",",620L500US09071,nhs
House,3482,education,table,",",620L500US09072,nhs
House,1953,education,table,",",620L500US09073,nhs
House,2614,education,table,",",620L500US09074,nhs
House,4899,education,table,",",620L500US09075,nhs
House,1039,education,table,",",620L500US09076,nhs
House,1516,education,table,",",620L500US09077,nhs
House,1573,education,table,",",620L500US09078,nhs
House,2449,education,table,",",620L500US09079,nhs
House,1203,education,table,",",620L500US09080,nhs
House,1058,education,table,",",620L500US09081,nhs
House,1494,education,table,",",620L500US09082,nhs
House,1903,education,table,",",620L500US09083,nhs
House,2728,education,table,",",620L500US09084,nhs
House,1328,education,table,",",620L500US09085,nhs
House,748,education,table,",",620L500US09086,nhs
House,856,education,table,",",620L500US09087,nhs
House,443,education,table,",",620L500US09088,nhs
House,760,education,table,",",620L500US09089,nhs
House,1042,education,table,",",620L500US09090,nhs
House,1265,education,table,",",620L500US09091,nhs
House,2250,education,table,",",620L500US09092,nhs
House,1989,education,table,",",620L500US09093,nhs
House,1216,education,table,",",620L500US09094,nhs
House,4279,education,table,",",620L500US09095,nhs
House,1475,education,table,",",620L500US09096,nhs
House,2661,education,table,",",620L500US09097,nhs
House,642,education,table,",",620L500US09098,nhs
House,2101,education,table,",",620L500US09099,nhs
House,1529,education,table,",",620L500US09100,nhs
House,374,education,table,",",620L500US09101,nhs
House,1178,education,table,",",620L500US09102,nhs
House,1105,education,table,",",620L500US09103,nhs
House,2458,education,table,",",620L500US09104,nhs
House,1190,education,table,",",620L500US09105,nhs
House,674,education,table,",",620L500US09106,nhs
House,954,education,table,",",620L500US09107,nhs
House,728,education,table,",",620L500US09108,nhs
House,2929,education,table,",",620L500US09109,nhs
House,4608,education,table,",",620L500US09110,nhs
House,321,education,table,",",620L500US09111,nhs
House,721,education,table,",",620L500US09112,nhs
House,1129,education,table,",",620L500US09113,nhs
House,658,education,table,",",620L500US09114,nhs
House,1931,education,table,",",620L500US09115,nhs
House,2039,education,table,",",620L500US09116,nhs
House,1268,education,table,",",620L500US09117,nhs
House,943,education,table,",",620L500US09118,nhs
House,908,education,table,",",620L500US09119,nhs
House,1139,education,table,",",620L500US09120,nhs
House,2191,education,table,",",620L500US09121,nhs
House,1115,education,table,",",620L500US09122,nhs
House,909,education,table,",",620L500US09123,nhs
House,4047,education,table,",",620L500US09124,nhs
House,304,education,table,",",620L500US09125,nhs
House,2062,education,table,",",620L500US09126,nhs
House,3502,education,table,",",620L500US09127,nhs
House,4815,education,table,",",620L500US09128,nhs
House,3529,education,table,",",620L500US09129,nhs
House,4176,education,table,",",620L500US09130,nhs
House,1302,education,table,",",620L500US09131,nhs
House,478,education,table,",",620L500US09132,nhs
House,789,education,table,",",620L500US09133,nhs
House,732,education,table,",",620L500US09134,nhs
House,504,education,table,",",620L500US09135,nhs
House,196,education,table,",",620L500US09136,nhs
House,2020,education,table,",",620L500US09137,nhs
House,1421,education,table,",",620L500US09138,nhs
House,1581,education,table,",",620L500US09139,nhs
House,3453,education,table,",",620L500US09140,nhs
House,434,education,table,",",620L500US09141,nhs
House,1012,education,table,",",620L500US09142,nhs
House,706,education,table,",",620L500US09143,nhs
House,1083,education,table,",",620L500US09144,nhs
House,3495,education,table,",",620L500US09145,nhs
House,1735,education,table,",",620L500US09146,nhs
House,572,education,table,",",620L500US09147,nhs
House,2824,education,table,",",620L500US09148,nhs
House,633,education,table,",",620L500US09149,nhs
House,944,education,table,",",620L500US09150,nhs
House,668,education,table,",",620L500US09151,nhs
State,242932,education,table,",",Connecticut,nhs
Senate,0.257,education,map,.0%,610U500US09001,phs
Senate,0.156,education,map,.0%,610U500US09002,phs
Senate,0.104,education,map,.0%,610U500US09003,phs
Senate,0.056,education,map,.0%,610U500US09004,phs
Senate,0.05,education,map,.0%,610U500US09005,phs
Senate,0.16,education,map,.0%,610U500US09006,phs
Senate,0.083,education,map,.0%,610U500US09007,phs
Senate,0.062,education,map,.0%,610U500US09008,phs
Senate,0.078,education,map,.0%,610U500US09009,phs
Senate,0.162,education,map,.0%,610U500US09010,phs
Senate,0.117,education,map,.0%,610U500US09011,phs
Senate,0.042,education,map,.0%,610U500US09012,phs
Senate,0.098,education,map,.0%,610U500US09013,phs
Senate,0.066,education,map,.0%,610U500US09014,phs
Senate,0.2,education,map,.0%,610U500US09015,phs
Senate,0.089,education,map,.0%,610U500US09016,phs
Senate,0.094,education,map,.0%,610U500US09017,phs
Senate,0.08,education,map,.0%,610U500US09018,phs
Senate,0.09,education,map,.0%,610U500US09019,phs
Senate,0.087,education,map,.0%,610U500US09020,phs
Senate,0.07,education,map,.0%,610U500US09021,phs
Senate,0.133,education,map,.0%,610U500US09022,phs
Senate,0.258,education,map,.0%,610U500US09023,phs
Senate,0.141,education,map,.0%,610U500US09024,phs
Senate,0.104,education,map,.0%,610U500US09025,phs
Senate,0.023,education,map,.0%,610U500US09026,phs
Senate,0.122,education,map,.0%,610U500US09027,phs
Senate,0.041,education,map,.0%,610U500US09028,phs
Senate,0.124,education,map,.0%,610U500US09029,phs
Senate,0.074,education,map,.0%,610U500US09030,phs
Senate,0.104,education,map,.0%,610U500US09031,phs
Senate,0.061,education,map,.0%,610U500US09032,phs
Senate,0.054,education,map,.0%,610U500US09033,phs
Senate,0.081,education,map,.0%,610U500US09034,phs
Senate,0.061,education,map,.0%,610U500US09035,phs
Senate,0.043,education,map,.0%,610U500US09036,phs
House,0.234,education,map,.0%,620L500US09001,phs
House,0.054,education,map,.0%,620L500US09002,phs
House,0.353,education,map,.0%,620L500US09003,phs
House,0.309,education,map,.0%,620L500US09004,phs
House,0.187,education,map,.0%,620L500US09005,phs
House,0.273,education,map,.0%,620L500US09006,phs
House,0.222,education,map,.0%,620L500US09007,phs
House,0.034,education,map,.0%,620L500US09008,phs
House,0.098,education,map,.0%,620L500US09009,phs
House,0.161,education,map,.0%,620L500US09010,phs
House,0.124,education,map,.0%,620L500US09011,phs
House,0.079,education,map,.0%,620L500US09012,phs
House,0.062,education,map,.0%,620L500US09013,phs
House,0.037,education,map,.0%,620L500US09014,phs
House,0.084,education,map,.0%,620L500US09015,phs
House,0.029,education,map,.0%,620L500US09016,phs
House,0.032,education,map,.0%,620L500US09017,phs
House,0.057,education,map,.0%,620L500US09018,phs
House,0.02,education,map,.0%,620L500US09019,phs
House,0.095,education,map,.0%,620L500US09020,phs
House,0.042,education,map,.0%,620L500US09021,phs
House,0.115,education,map,.0%,620L500US09022,phs
House,0.054,education,map,.0%,620L500US09023,phs
House,0.152,education,map,.0%,620L500US09024,phs
House,0.277,education,map,.0%,620L500US09025,phs
House,0.15,education,map,.0%,620L500US09026,phs
House,0.081,education,map,.0%,620L500US09027,phs
House,0.084,education,map,.0%,620L500US09028,phs
House,0.068,education,map,.0%,620L500US09029,phs
House,0.06,education,map,.0%,620L500US09030,phs
House,0.032,education,map,.0%,620L500US09031,phs
House,0.069,education,map,.0%,620L500US09032,phs
House,0.068,education,map,.0%,620L500US09033,phs
House,0.055,education,map,.0%,620L500US09034,phs
House,0.058,education,map,.0%,620L500US09035,phs
House,0.037,education,map,.0%,620L500US09036,phs
House,0.059,education,map,.0%,620L500US09037,phs
House,0.068,education,map,.0%,620L500US09038,phs
House,0.199,education,map,.0%,620L500US09039,phs
House,0.045,education,map,.0%,620L500US09040,phs
House,0.072,education,map,.0%,620L500US09041,phs
House,0.078,education,map,.0%,620L500US09042,phs
House,0.051,education,map,.0%,620L500US09043,phs
House,0.14,education,map,.0%,620L500US09044,phs
House,0.12,education,map,.0%,620L500US09045,phs
House,0.14,education,map,.0%,620L500US09046,phs
House,0.083,education,map,.0%,620L500US09047,phs
House,0.057,education,map,.0%,620L500US09048,phs
House,0.191,education,map,.0%,620L500US09049,phs
House,0.072,education,map,.0%,620L500US09050,phs
